Time,LatLon_14X16-11p0N-87p00W/sig_wav_ht_surface,LatLon_14X16-11p0N-87p00W/max_wav_ht_surface,LatLon_14X16-11p0N-87p00W/peak_wav_dir_surface,LatLon_14X16-11p0N-87p00W/peak_wav_per_surface,LatLon_27X31-10p25N-87p25W/wnd_ucmp_height_above_ground,LatLon_27X31-10p25N-87p25W/wnd_vcmp_height_above_ground
2015-03-10 00:00 CST,0.7372856736183167,0.9363528490066528,194.0,12.0,7.467243289947509,-8.05343084335327
2015-03-10 06:00 CST,0.7270796298980713,0.9233910441398621,194.02207946777344,12.0,-1.031745171546936,-7.91337833404541
2015-03-10 12:00 CST,0.707364559173584,0.8983529806137085,195.5366973876953,12.0,6.666647672653198,17.55977611541748
2015-03-10 18:00 CST,0.7220616936683655,0.9170184135437012,196.5587921142578,12.0,8.173786067962647,13.173783302307129
2015-03-11 00:00 CST,0.7562951445579529,0.9604948163032532,197.60292053222656,12.04416275024414,8.305545616149901,-2.423096036911011
2015-03-11 06:00 CST,0.7995684742927551,1.0154520273208618,198.1012420654297,14.0,4.819484567642212,-3.0328117132186887
2015-03-11 12:00 CST,0.8348492383956909,1.0602586269378662,195.25099182128906,14.09127140045166,11.278683757781982,16.442298316955565
2015-03-11 18:00 CST,0.8878345489501953,1.1275498867034912,200.5823211669922,16.0,12.277176189422606,7.8853202819824215
2015-03-12 00:00 CST,0.9861668348312378,1.252431869506836,199.6315460205078,15.50820255279541,11.116091251373291,-2.039933466911316
2015-03-12 06:00 CST,1.0466525554656982,1.3292487859725952,198.0513153076172,14.50820255279541,5.258208131790161,-3.0940489053726195
2015-03-12 12:00 CST,1.0789270401000977,1.3702373504638672,198.59873962402344,14.0,9.146105289459229,14.73295783996582
2015-03-12 18:00 CST,1.1200531721115112,1.4224674701690674,198.15899658203125,14.0,8.343632984161376,10.656285095214843
2015-03-13 00:00 CST,1.1580355167388916,1.4707049131393433,198.65003967285156,14.0,9.163087749481202,-5.6725493431091305
2015-03-13 06:00 CST,1.0991122722625732,1.3958724737167358,199.6044158935547,13.50820255279541,7.881702518463134,-7.369855499267578
2015-03-13 12:00 CST,1.0258334875106812,1.3028085231781006,200.11260986328125,13.0,7.3056412696838375,20.63617115020752
2015-03-13 18:00 CST,0.9781005382537842,1.2421876192092896,199.6208038330078,13.0,4.651240539550781,13.296949481964111
2015-03-14 00:00 CST,0.9228681921958923,1.1720424890518188,197.5987548828125,13.0,5.689366579055786,-5.628785991668701
2015-03-14 06:00 CST,0.8768807053565979,1.1136385202407837,198.17108154296875,13.0,-0.4525030374526977,-8.701804447174071
2015-03-14 12:00 CST,0.8252120018005371,1.048019289970398,199.0897979736328,12.0,2.0712140321731565,14.344114780426025
2015-03-14 18:00 CST,0.7875853776931763,1.0002334117889404,198.09054565429688,12.0,2.737732672691345,9.786010837554931
2015-03-15 00:00 CST,0.7960386276245117,1.0109691619873047,197.5823211669922,12.0,8.755915546417237,-2.1337987661361693
2015-03-15 06:00 CST,0.7870302200317383,0.9995283484458923,197.04563903808594,12.0,-0.5459567785263061,-6.764489078521728
2015-03-15 12:00 CST,0.7640511989593506,0.9703450202941895,196.0677032470703,12.0,7.9272391319274895,12.503763198852539
2015-03-15 18:00 CST,0.7420700788497925,0.9424289464950562,196.51461791992188,12.0,8.41032428741455,9.701646137237548
2015-03-16 00:00 CST,0.7362814545631409,0.935077428817749,196.53671264648438,12.0,11.351008129119872,-3.593415069580078
2015-03-16 06:00 CST,0.7581857442855835,0.9628958702087402,198.0897979736328,11.0,4.855502128601074,-7.79530963897705
2015-03-16 12:00 CST,0.8307943940162659,1.0551090240478516,195.48536682128906,18.485383987426758,10.195878982543945,18.1674711227417
2015-03-16 18:00 CST,0.9619206190109253,1.2216391563415527,195.48536682128906,18.0,5.625135183334351,11.266690635681153
2015-03-17 00:00 CST,1.0830100774765015,1.3754225969314575,194.99998474121094,17.0,4.9401470661163325,-8.610591316223145
